trade_id,local_peaks_count,monotonicity_ratio_in_profit
1122,25,0.5631067961165048
1123,19,0.5098039215686274
1124,33,0.5871559633027523
1125,2,1.0
1126,32,0.5166666666666667
1127,21,0.5583333333333333
1128,4,0.2857142857142857
1129,0,
113,3,0.7083333333333334
1130,0,
1131,0,0.0
1132,2,0.42857142857142855
1133,0,
1134,7,0.5909090909090909
1135,0,
1136,0,0.0
1137,4,0.8
1138,1,
1139,0,0.2
114,2,0.6
1140,0,0.6666666666666666
1141,2,0.6666666666666666
1142,0,0.5
1143,17,0.5083333333333333
1144,2,0.5714285714285714
1145,1,0.0
1146,4,0.5555555555555556
1147,3,0.5238095238095238
1148,0,0.0
1149,0,0.5294117647058824
115,4,1.0
1150,3,0.5714285714285714
1151,9,0.4861111111111111
1152,4,0.6666666666666666
1153,0,0.5
1154,0,
1155,7,0.75
1156,0,
1157,16,0.5454545454545454
1158,6,0.5416666666666666
1159,0,0.0
116,0,
1160,6,0.5263157894736842
1161,4,0.6363636363636364
1162,3,0.6666666666666666
1163,4,0.3333333333333333
1164,2,0.5238095238095238
1165,3,0.5
1166,0,0.0
1167,2,0.5833333333333334
1168,1,1.0
1169,14,0.55
117,1,0.6363636363636364
1170,0,
1171,2,0.7777777777777778
1172,9,0.5542168674698795
1173,0,
1174,16,0.5
1175,13,0.4909090909090909
1176,0,
1177,23,0.5675675675675675
1178,2,0.25
1179,13,0.53125
118,0,0.0
1180,18,0.5378151260504201
1181,13,0.5970149253731343
1182,9,0.5517241379310345
1183,0,
1184,3,0.8
1185,5,0.5789473684210527
1186,0,0.0
1187,20,0.5811965811965812
1188,4,0.8571428571428571
1189,11,0.5833333333333334
119,2,0.45454545454545453
1190,1,
1191,0,
1192,0,
1193,28,0.5916666666666667
1194,4,0.42105263157894735
1195,13,0.475
1196,1,0.75
1197,3,0.625
1198,9,0.41379310344827586
1199,0,0.0
12,0,
120,1,0.0
1200,6,0.47368421052631576
1201,0,
1202,7,0.5454545454545454
1203,16,0.47297297297297297
1204,2,0.6
1205,28,0.559322033898305
1206,1,
1207,0,1.0
1208,1,0.5454545454545454
1209,2,0.4444444444444444
121,12,0.5645161290322581
1210,3,0.5
1211,2,0.5
1212,1,0.5714285714285714
1213,17,0.4946236559139785
1214,0,
1215,3,0.3684210526315789
1216,0,
1217,6,0.6666666666666666
1218,5,0.5769230769230769
1219,0,
122,1,0.6
1220,0,
1221,5,0.4722222222222222
1222,0,
1223,6,0.5645161290322581
1224,0,0.5
1225,3,1.0
1226,2,0.4
1227,3,0.6666666666666666
1228,17,0.5692307692307692
1229,14,0.5596330275229358
123,0,
1230,5,0.625
1231,13,0.5060240963855421
1232,13,0.5666666666666667
1233,7,0.4857142857142857
1234,1,
1235,21,0.5272727272727272
1236,11,0.46875
1237,3,0.3333333333333333
1238,1,1.0
1239,4,0.5
124,10,0.5862068965517241
1240,2,0.3333333333333333
1241,0,
1242,0,
1243,2,
1244,5,0.5789473684210527
1245,4,0.375
1246,9,0.5769230769230769
1247,0,
1248,3,0.45454545454545453
1249,4,0.3333333333333333
125,0,
1250,6,0.5
1251,1,1.0
1252,1,
1253,15,0.5344827586206896
1254,27,0.5526315789473685
1255,17,0.5614035087719298
