pair,bar_time,swing_low_used,n_swing_lows,most_recent_sl_lag,ib_passed,break_passed,fired_signal
AUD_JPY,2024-10-11 12:00:00,99.085,3,5,1,1,0
NZD_JPY,2024-10-11 12:00:00,90.101,3,5,1,1,0
EUR_CAD,2024-10-14 08:00:00,1.49523,3,8,1,1,0
EUR_JPY,2024-10-14 08:00:00,161.907,3,10,1,1,1
GBP_AUD,2024-10-14 08:00:00,1.92422,3,7,1,1,1
GBP_USD,2024-10-14 08:00:00,1.3012,3,11,1,1,1
NZD_CHF,2024-10-14 08:00:00,0.51976,3,11,1,1,1
USD_JPY,2024-10-14 08:00:00,147.34,2,11,1,1,1
CAD_JPY,2024-10-14 12:00:00,107.819,2,11,1,1,0
AUD_CAD,2024-10-15 00:00:00,0.91547,3,9,1,1,1
AUD_USD,2024-10-15 00:00:00,0.6698,3,15,1,1,1
EUR_CAD,2024-10-15 08:00:00,1.49523,3,14,1,1,0
GBP_CAD,2024-10-15 08:00:00,1.78429,2,4,1,1,0
EUR_AUD,2024-10-16 00:00:00,1.61842,4,5,1,1,0
EUR_NZD,2024-10-16 00:00:00,1.7838,3,6,1,1,1
GBP_AUD,2024-10-16 00:00:00,1.93339,3,13,1,1,0
GBP_NZD,2024-10-16 00:00:00,2.13049,3,8,1,1,1
AUD_JPY,2024-10-16 08:00:00,99.683,2,22,1,1,1
NZD_CAD,2024-10-16 08:00:00,0.82847,2,10,1,1,1
NZD_JPY,2024-10-16 08:00:00,90.188,2,6,1,1,1
USD_CAD,2024-10-16 08:00:00,1.37247,2,8,1,1,1
GBP_CHF,2024-10-16 16:00:00,1.11618,3,8,1,1,1
GBP_JPY,2024-10-16 16:00:00,193.572,2,7,1,1,1
AUD_CHF,2024-10-17 00:00:00,0.57508,3,6,1,1,1
NZD_CHF,2024-10-17 00:00:00,0.51976,3,6,1,1,0
NZD_USD,2024-10-17 00:00:00,0.60394,4,6,1,1,1
USD_CAD,2024-10-17 04:00:00,1.37247,3,8,1,1,0
AUD_JPY,2024-10-17 12:00:00,99.433,2,9,1,1,0
AUD_NZD,2024-10-18 00:00:00,1.09902,2,8,1,1,1
EUR_CHF,2024-10-18 04:00:00,0.93661,2,11,1,1,1
EUR_GBP,2024-10-18 16:00:00,0.83181,1,14,1,1,1
AUD_CAD,2024-10-21 00:00:00,0.91551,3,12,1,1,1
EUR_AUD,2024-10-21 16:00:00,1.61333,2,9,1,1,1
GBP_AUD,2024-10-21 16:00:00,1.93734,3,9,1,1,1
EUR_AUD,2024-10-22 00:00:00,1.61333,2,11,1,1,0
EUR_NZD,2024-10-22 00:00:00,1.78326,5,5,1,1,1
GBP_NZD,2024-10-22 00:00:00,2.13954,3,5,1,1,1
CAD_JPY,2024-10-22 04:00:00,107.706,3,6,1,1,1
EUR_USD,2024-10-22 04:00:00,1.08108,1,15,1,1,1
GBP_JPY,2024-10-22 04:00:00,193.694,4,5,1,1,1
USD_JPY,2024-10-22 04:00:00,148.848,3,6,1,1,1
AUD_JPY,2024-10-22 16:00:00,99.433,3,8,1,1,1
CAD_JPY,2024-10-22 16:00:00,107.986,2,9,1,1,0
USD_JPY,2024-10-22 16:00:00,148.862,2,9,1,1,0
CAD_CHF,2024-10-23 00:00:00,0.62435,2,6,1,1,1
CHF_JPY,2024-10-23 00:00:00,172.403,3,11,1,1,1
EUR_JPY,2024-10-23 00:00:00,161.84,3,11,1,1,1
EUR_NZD,2024-10-23 00:00:00,1.78326,4,11,1,1,0
USD_CHF,2024-10-23 00:00:00,0.86195,3,4,1,1,1
USD_JPY,2024-10-23 00:00:00,148.862,2,11,1,1,0
EUR_NZD,2024-10-23 12:00:00,1.78326,4,5,1,1,0
USD_CAD,2024-10-23 12:00:00,1.37467,1,26,1,1,1
EUR_AUD,2024-10-24 16:00:00,1.61333,2,10,1,1,0
EUR_CAD,2024-10-24 16:00:00,1.48915,3,7,1,1,1
EUR_GBP,2024-10-24 16:00:00,0.82946,2,7,1,1,1
EUR_NZD,2024-10-24 16:00:00,1.78326,4,12,1,1,0
EUR_USD,2024-10-24 16:00:00,1.07611,3,7,1,1,0
CAD_JPY,2024-10-25 00:00:00,107.986,1,23,1,1,0
CHF_JPY,2024-10-25 00:00:00,172.403,1,23,1,1,0
EUR_AUD,2024-10-25 00:00:00,1.61333,3,4,1,1,1
EUR_JPY,2024-10-25 00:00:00,161.991,3,4,1,1,0
GBP_AUD,2024-10-25 00:00:00,1.93576,4,5,1,1,1
GBP_JPY,2024-10-25 00:00:00,194.563,2,14,1,1,0
GBP_NZD,2024-10-25 00:00:00,2.13786,3,6,1,1,0
GBP_CAD,2024-10-25 08:00:00,1.78621,2,7,1,1,1
AUD_CAD,2024-10-25 12:00:00,0.91578,2,10,1,1,1
AUD_USD,2024-10-25 12:00:00,0.66139,2,10,1,1,1
NZD_CAD,2024-10-25 12:00:00,0.82936,2,10,1,1,1
NZD_CHF,2024-10-25 12:00:00,0.51886,2,9,1,1,1
NZD_USD,2024-10-25 12:00:00,0.5991,2,10,1,1,1
EUR_NZD,2024-10-25 16:00:00,1.78354,3,8,1,1,1
GBP_NZD,2024-10-25 16:00:00,2.13786,3,10,1,1,1
USD_CHF,2024-10-28 00:00:00,0.86291,5,6,1,1,0
EUR_CAD,2024-10-28 08:00:00,1.48865,4,6,1,1,0
GBP_CAD,2024-10-28 08:00:00,1.78621,3,6,1,1,0
AUD_CAD,2024-10-28 12:00:00,0.91578,3,8,1,1,0
CAD_JPY,2024-10-28 20:00:00,109.338,2,9,1,1,1
EUR_AUD,2024-10-29 00:00:00,1.61386,3,8,1,1,0
GBP_AUD,2024-10-29 00:00:00,1.93576,2,17,1,1,0
GBP_CAD,2024-10-29 08:00:00,1.78621,3,12,1,1,0
EUR_GBP,2024-10-30 00:00:00,0.8303,4,8,1,1,1
EUR_CAD,2024-10-30 08:00:00,1.48865,5,4,1,1,1
EUR_USD,2024-10-30 08:00:00,1.07611,3,4,1,1,1
EUR_GBP,2024-10-30 20:00:00,0.82985,4,7,1,1,0
EUR_JPY,2024-10-31 00:00:00,163.787,3,10,1,1,1
USD_JPY,2024-10-31 00:00:00,151.447,3,10,1,1,1
EUR_CAD,2024-10-31 08:00:00,1.48865,4,10,1,1,0
GBP_CAD,2024-10-31 08:00:00,1.79459,2,14,1,1,1
EUR_AUD,2024-10-31 12:00:00,1.62932,3,6,1,1,1
EUR_NZD,2024-10-31 12:00:00,1.80084,4,6,1,1,1
EUR_USD,2024-11-01 00:00:00,1.07687,3,9,1,1,0
EUR_JPY,2024-11-01 04:00:00,163.917,4,5,1,1,0
NZD_CAD,2024-11-01 04:00:00,0.82688,3,15,1,1,1
NZD_CAD,2024-11-01 12:00:00,0.82644,3,5,1,1,0
AUD_CHF,2024-11-01 16:00:00,0.56572,4,6,1,1,1
USD_CHF,2024-11-01 16:00:00,0.86274,2,4,1,1,1
AUD_NZD,2024-11-04 00:00:00,1.09638,2,9,1,1,1
EUR_CAD,2024-11-04 00:00:00,1.49701,2,20,1,1,0
EUR_GBP,2024-11-04 00:00:00,0.82985,4,10,1,1,0
GBP_CAD,2024-11-04 04:00:00,1.78802,3,9,1,1,0
CHF_JPY,2024-11-04 08:00:00,175.287,4,5,1,1,1
EUR_AUD,2024-11-04 08:00:00,1.64176,2,17,1,1,0
EUR_GBP,2024-11-04 08:00:00,0.82985,4,4,1,1,1
EUR_NZD,2024-11-04 08:00:00,1.80407,3,17,1,1,0
GBP_NZD,2024-11-04 08:00:00,2.15526,3,8,1,1,1
EUR_USD,2024-11-04 12:00:00,1.07687,3,4,1,1,0
CHF_JPY,2024-11-04 16:00:00,175.287,4,7,1,1,0
AUD_CAD,2024-11-05 00:00:00,0.90994,3,9,1,1,1
AUD_CHF,2024-11-05 00:00:00,0.56572,4,10,1,1,0
AUD_JPY,2024-11-05 00:00:00,99.534,4,9,1,1,1
CAD_JPY,2024-11-05 00:00:00,108.909,3,12,1,1,1
CHF_JPY,2024-11-05 00:00:00,175.287,4,9,1,1,0
GBP_JPY,2024-11-05 00:00:00,195.368,3,14,1,1,1
NZD_JPY,2024-11-05 00:00:00,90.413,2,14,1,1,1
GBP_USD,2024-11-05 04:00:00,1.28433,3,15,1,1,1
EUR_CAD,2024-11-05 08:00:00,1.49722,2,10,1,1,1
EUR_NZD,2024-11-05 16:00:00,1.8054,3,10,1,1,0
GBP_CHF,2024-11-05 16:00:00,1.11059,2,6,1,1,1
GBP_NZD,2024-11-05 16:00:00,2.15526,3,10,1,1,0
USD_CHF,2024-11-06 12:00:00,0.86148,2,11,1,1,0
GBP_CHF,2024-11-06 16:00:00,1.11059,2,12,1,1,0
GBP_JPY,2024-11-06 16:00:00,195.368,3,5,1,1,0
CAD_CHF,2024-11-07 00:00:00,0.61829,2,12,1,1,1
NZD_CAD,2024-11-07 04:00:00,0.82364,4,5,1,1,1
EUR_CHF,2024-11-07 08:00:00,0.93547,3,6,1,1,1
AUD_JPY,2024-11-07 12:00:00,99.534,4,8,1,1,0
AUD_CAD,2024-11-11 00:00:00,0.90713,2,17,1,1,1
AUD_CHF,2024-11-11 00:00:00,0.56735,2,17,1,1,1
AUD_JPY,2024-11-11 00:00:00,99.975,2,17,1,1,1
AUD_NZD,2024-11-11 00:00:00,1.09828,2,17,1,1,1
AUD_USD,2024-11-11 00:00:00,0.65121,2,17,1,1,1
CAD_JPY,2024-11-11 00:00:00,109.003,2,19,1,1,1
EUR_CHF,2024-11-11 00:00:00,0.93547,2,16,1,1,0
GBP_JPY,2024-11-11 00:00:00,196.491,2,19,1,1,1
NZD_CHF,2024-11-11 00:00:00,0.51479,3,12,1,1,1
NZD_JPY,2024-11-11 00:00:00,90.695,2,18,1,1,1
USD_JPY,2024-11-11 00:00:00,151.278,2,18,1,1,1
USD_CAD,2024-11-11 04:00:00,1.38135,3,8,1,1,1
CAD_CHF,2024-11-11 08:00:00,0.62007,3,5,1,1,0
CAD_JPY,2024-11-11 16:00:00,109.335,2,7,1,1,0
NZD_CHF,2024-11-11 20:00:00,0.51479,4,5,1,1,0
EUR_JPY,2024-11-12 00:00:00,163.2,2,8,1,1,1
NZD_CAD,2024-11-12 00:00:00,0.82364,3,6,1,1,0
NZD_JPY,2024-11-12 00:00:00,90.695,3,6,1,1,0
NZD_USD,2024-11-12 00:00:00,0.59112,4,6,1,1,1
USD_CAD,2024-11-12 00:00:00,1.38135,2,13,1,1,0
AUD_JPY,2024-11-12 12:00:00,100.137,2,11,1,1,0
AUD_NZD,2024-11-12 12:00:00,1.10003,2,9,1,1,0
CAD_JPY,2024-11-12 12:00:00,109.335,2,12,1,1,0
CHF_JPY,2024-11-12 12:00:00,174.069,2,9,1,1,1
EUR_JPY,2024-11-12 12:00:00,163.2,2,11,1,1,0
NZD_JPY,2024-11-12 12:00:00,90.695,2,9,1,1,0
EUR_CHF,2024-11-12 20:00:00,0.93547,2,13,1,1,1
NZD_CAD,2024-11-13 00:00:00,0.82364,2,12,1,1,1
NZD_JPY,2024-11-13 00:00:00,90.695,3,5,1,1,0
CAD_CHF,2024-11-13 08:00:00,0.62637,3,8,1,1,1
CAD_JPY,2024-11-13 08:00:00,109.491,2,7,1,1,0
EUR_JPY,2024-11-13 08:00:00,163.2,3,7,1,1,0
GBP_AUD,2024-11-13 08:00:00,1.9424,2,21,1,1,1
NZD_JPY,2024-11-13 08:00:00,90.745,2,7,1,1,0
USD_CAD,2024-11-14 04:00:00,1.38418,3,4,1,1,0
CHF_JPY,2024-11-15 00:00:00,174.069,3,6,1,1,0
EUR_CAD,2024-11-15 00:00:00,1.47786,2,14,1,1,1
EUR_JPY,2024-11-15 00:00:00,163.2,3,8,1,1,0
GBP_JPY,2024-11-15 00:00:00,196.645,4,8,1,1,1
AUD_CAD,2024-11-15 04:00:00,0.90439,3,4,1,1,1
GBP_CAD,2024-11-15 04:00:00,1.76995,3,4,1,1,1
GBP_USD,2024-11-15 04:00:00,1.26295,3,4,1,1,1
NZD_CAD,2024-11-15 04:00:00,0.81976,3,4,1,1,0
EUR_CHF,2024-11-15 08:00:00,0.93388,3,10,1,1,0
EUR_GBP,2024-11-15 08:00:00,0.82597,2,8,1,1,1
AUD_CHF,2024-11-18 00:00:00,0.5728,2,6,1,1,1
AUD_NZD,2024-11-18 00:00:00,1.09944,4,6,1,1,1
AUD_USD,2024-11-18 00:00:00,0.64405,2,7,1,1,1
CHF_JPY,2024-11-18 08:00:00,174.083,3,10,1,1,1
EUR_AUD,2024-11-18 08:00:00,1.61831,2,14,1,1,1
EUR_CAD,2024-11-18 08:00:00,1.47121,3,11,1,1,0
EUR_CHF,2024-11-18 08:00:00,0.93388,2,16,1,1,1
EUR_GBP,2024-11-18 08:00:00,0.82597,2,14,1,1,0
EUR_USD,2024-11-18 08:00:00,1.04965,3,11,1,1,1
GBP_JPY,2024-11-18 12:00:00,194.288,5,4,1,1,0
AUD_CHF,2024-11-18 16:00:00,0.57174,3,4,1,1,0
GBP_USD,2024-11-18 16:00:00,1.2597,3,5,1,1,0
AUD_JPY,2024-11-19 16:00:00,99.412,2,11,1,1,1
AUD_USD,2024-11-19 16:00:00,0.64405,4,7,1,1,0
CAD_JPY,2024-11-19 16:00:00,109.249,3,11,1,1,1
CHF_JPY,2024-11-19 16:00:00,173.397,3,10,1,1,0
EUR_JPY,2024-11-19 16:00:00,162.259,3,10,1,1,1
GBP_USD,2024-11-19 16:00:00,1.2597,3,11,1,1,0
NZD_JPY,2024-11-19 16:00:00,90.237,3,11,1,1,1
EUR_USD,2024-11-20 00:00:00,1.04965,3,4,1,1,0
AUD_JPY,2024-11-20 08:00:00,99.412,3,6,1,1,0
AUD_NZD,2024-11-20 08:00:00,1.09944,4,4,1,1,0
EUR_JPY,2024-11-20 08:00:00,161.485,4,6,1,1,0
NZD_JPY,2024-11-20 08:00:00,90.116,3,6,1,1,0
AUD_CAD,2024-11-21 00:00:00,0.90439,4,10,1,1,1
EUR_USD,2024-11-21 00:00:00,1.04965,3,10,1,1,0
GBP_USD,2024-11-21 00:00:00,1.2597,3,10,1,1,1
NZD_USD,2024-11-21 00:00:00,0.5836,4,10,1,1,1
CAD_CHF,2024-11-21 08:00:00,0.62809,3,4,1,1,1
CAD_CHF,2024-11-22 08:00:00,0.62809,3,10,1,1,0
AUD_CHF,2024-11-22 12:00:00,0.57174,3,11,1,1,1
AUD_JPY,2024-11-22 16:00:00,99.412,4,8,1,1,0
AUD_NZD,2024-11-22 16:00:00,1.0998,2,18,1,1,1
CAD_JPY,2024-11-22 16:00:00,109.249,3,12,1,1,0
AUD_CAD,2024-11-25 00:00:00,0.90805,3,14,1,1,0
AUD_CHF,2024-11-25 00:00:00,0.57174,4,5,1,1,0
AUD_USD,2024-11-25 00:00:00,0.64478,4,4,1,1,1
EUR_CHF,2024-11-25 00:00:00,0.92036,4,4,1,1,1
EUR_GBP,2024-11-25 00:00:00,0.82677,4,4,1,1,1
EUR_USD,2024-11-25 00:00:00,1.03316,3,4,1,1,1
GBP_CHF,2024-11-25 00:00:00,1.11064,4,4,1,1,1
CHF_JPY,2024-11-25 08:00:00,172.554,3,5,1,1,1
EUR_CAD,2024-11-25 08:00:00,1.44855,4,6,1,1,1
EUR_GBP,2024-11-25 08:00:00,0.82677,3,6,1,1,0
USD_CAD,2024-11-25 08:00:00,1.39309,2,10,1,1,1
CHF_JPY,2024-11-25 16:00:00,172.554,3,7,1,1,0
GBP_AUD,2024-11-25 16:00:00,1.92283,2,4,1,1,1
EUR_CAD,2024-11-26 00:00:00,1.44855,4,10,1,1,0
GBP_CAD,2024-11-26 00:00:00,1.74795,4,9,1,1,1
GBP_NZD,2024-11-26 00:00:00,2.14079,2,9,1,1,1
USD_CAD,2024-11-26 00:00:00,1.39275,3,6,1,1,0
USD_CHF,2024-11-26 00:00:00,0.88009,3,10,1,1,1
EUR_AUD,2024-11-26 08:00:00,1.59658,2,8,1,1,1
EUR_CAD,2024-11-26 08:00:00,1.44855,4,12,1,1,0
EUR_CHF,2024-11-26 08:00:00,0.92036,3,12,1,1,0
EUR_GBP,2024-11-26 08:00:00,0.82677,4,8,1,1,0
EUR_JPY,2024-11-26 08:00:00,159.891,3,12,1,1,1
EUR_USD,2024-11-26 08:00:00,1.03316,3,12,1,1,0
GBP_AUD,2024-11-26 08:00:00,1.92283,2,8,1,1,0
GBP_CAD,2024-11-26 08:00:00,1.74795,4,11,1,1,0
GBP_JPY,2024-11-26 08:00:00,192.841,2,11,1,1,1
GBP_USD,2024-11-26 08:00:00,1.2487,3,11,1,1,1
EUR_NZD,2024-11-26 16:00:00,1.77425,3,14,1,1,1
NZD_CHF,2024-11-27 00:00:00,0.51486,3,6,1,1,1
AUD_USD,2024-11-27 08:00:00,0.64337,3,8,1,1,0
GBP_USD,2024-11-27 08:00:00,1.2487,3,8,1,1,0
NZD_USD,2024-11-27 08:00:00,0.57969,3,8,1,1,1
GBP_AUD,2024-11-27 12:00:00,1.92283,1,15,1,1,0
AUD_CHF,2024-11-28 00:00:00,0.57115,3,6,1,1,1
NZD_CHF,2024-11-28 00:00:00,0.51486,4,6,1,1,0
AUD_CHF,2024-11-28 08:00:00,0.57115,3,8,1,1,0
AUD_JPY,2024-11-28 08:00:00,97.706,4,4,1,1,1
CAD_JPY,2024-11-28 08:00:00,107.316,2,4,1,1,1
USD_JPY,2024-11-28 08:00:00,150.451,3,4,1,1,1
GBP_AUD,2024-11-28 16:00:00,1.92283,1,22,1,1,0
AUD_USD,2024-11-29 00:00:00,0.64337,4,4,1,1,1
AUD_CHF,2024-12-02 00:00:00,0.57062,4,6,1,1,0
AUD_NZD,2024-12-02 00:00:00,1.09922,1,14,1,1,1
CAD_CHF,2024-12-02 00:00:00,0.62614,2,12,1,1,1
GBP_AUD,2024-12-02 08:00:00,1.94628,2,4,1,1,1
GBP_CAD,2024-12-02 08:00:00,1.77161,1,11,1,1,1
NZD_CAD,2024-12-02 08:00:00,0.81604,3,8,1,1,1
USD_CAD,2024-12-02 16:00:00,1.39803,2,4,1,1,1
AUD_NZD,2024-12-03 00:00:00,1.0991,2,8,1,1,0
CAD_CHF,2024-12-03 00:00:00,0.62614,3,8,1,1,0
EUR_CHF,2024-12-03 00:00:00,0.92698,3,4,1,1,1
EUR_NZD,2024-12-03 00:00:00,1.77863,5,4,1,1,1
GBP_CHF,2024-12-03 00:00:00,1.11168,3,8,1,1,1
USD_JPY,2024-12-03 00:00:00,149.456,2,6,1,1,0
EUR_CAD,2024-12-03 08:00:00,1.47185,3,4,1,1,1
AUD_CAD,2024-12-03 16:00:00,0.90667,4,6,1,1,1
GBP_USD,2024-12-03 16:00:00,1.25248,4,6,1,1,1
USD_CAD,2024-12-03 16:00:00,1.39803,2,10,1,1,0
CAD_CHF,2024-12-04 00:00:00,0.62614,3,6,1,1,0
EUR_NZD,2024-12-04 00:00:00,1.77863,4,10,1,1,0
GBP_AUD,2024-12-04 00:00:00,1.94628,2,14,1,1,0
GBP_CAD,2024-12-04 16:00:00,1.77161,2,7,1,1,0
GBP_USD,2024-12-04 16:00:00,1.26168,4,6,1,1,0
EUR_USD,2024-12-05 04:00:00,1.04606,2,15,1,1,1
GBP_CAD,2024-12-05 04:00:00,1.77161,3,5,1,1,0
GBP_USD,2024-12-05 04:00:00,1.26168,5,5,1,1,0
CAD_CHF,2024-12-05 08:00:00,0.62717,2,14,1,1,1
USD_CHF,2024-12-05 08:00:00,0.87905,4,4,1,1,1
GBP_CAD,2024-12-05 16:00:00,1.77477,2,8,1,1,1
EUR_AUD,2024-12-06 00:00:00,1.61584,3,12,1,1,1
EUR_CAD,2024-12-06 08:00:00,1.47227,3,10,1,1,0
GBP_AUD,2024-12-06 08:00:00,1.9473,2,17,1,1,1
GBP_CHF,2024-12-06 08:00:00,1.11652,4,8,1,1,1
GBP_USD,2024-12-06 08:00:00,1.26168,4,12,1,1,0
AUD_USD,2024-12-06 12:00:00,0.63991,2,12,1,1,1
AUD_CAD,2024-12-09 00:00:00,0.89986,2,15,1,1,1
AUD_NZD,2024-12-09 00:00:00,1.09456,3,6,1,1,1
GBP_CHF,2024-12-09 00:00:00,1.11852,3,12,1,1,0
CAD_JPY,2024-12-09 08:00:00,105.768,3,12,1,1,1
GBP_CAD,2024-12-09 08:00:00,1.77477,3,8,1,1,0
GBP_CHF,2024-12-09 08:00:00,1.11537,4,5,1,1,0
USD_JPY,2024-12-09 08:00:00,148.643,4,4,1,1,1
NZD_CAD,2024-12-09 16:00:00,0.81894,3,7,1,1,1
EUR_CAD,2024-12-09 20:00:00,1.4723,2,19,1,1,1
GBP_CAD,2024-12-09 20:00:00,1.77477,3,11,1,1,0
USD_CAD,2024-12-09 20:00:00,1.40089,3,13,1,1,1
EUR_NZD,2024-12-10 00:00:00,1.79114,1,17,1,1,1
GBP_NZD,2024-12-10 00:00:00,2.14766,3,12,1,1,1
GBP_CHF,2024-12-10 08:00:00,1.11537,4,11,1,1,0
AUD_JPY,2024-12-10 12:00:00,95.512,3,11,1,1,1
AUD_NZD,2024-12-10 12:00:00,1.09353,3,9,1,1,0
GBP_AUD,2024-12-10 16:00:00,1.97622,1,7,1,1,0
USD_CHF,2024-12-10 16:00:00,0.87238,3,6,1,1,1
AUD_NZD,2024-12-11 16:00:00,1.09353,5,4,1,1,0
AUD_CAD,2024-12-12 00:00:00,0.89986,2,8,1,1,0
AUD_USD,2024-12-12 00:00:00,0.63653,2,8,1,1,1
GBP_CAD,2024-12-12 00:00:00,1.78711,3,8,1,1,1
CAD_CHF,2024-12-12 08:00:00,0.61875,2,14,1,1,1
EUR_CHF,2024-12-12 16:00:00,0.92422,3,4,1,1,1
USD_JPY,2024-12-12 20:00:00,149.36,2,9,1,1,1
GBP_CAD,2024-12-13 00:00:00,1.78711,4,8,1,1,0
AUD_NZD,2024-12-13 08:00:00,1.09353,3,14,1,1,1
CAD_CHF,2024-12-13 08:00:00,0.61875,2,20,1,1,0
CAD_JPY,2024-12-13 08:00:00,105.756,4,4,1,1,1
CHF_JPY,2024-12-13 08:00:00,170.255,3,12,1,1,1
EUR_CAD,2024-12-13 08:00:00,1.48217,4,5,1,1,1
EUR_CHF,2024-12-13 08:00:00,0.92422,3,8,1,1,0
EUR_GBP,2024-12-13 08:00:00,0.8218,3,8,1,1,1
EUR_JPY,2024-12-13 08:00:00,157.859,4,4,1,1,1
EUR_NZD,2024-12-13 08:00:00,1.79687,2,4,1,1,1
GBP_JPY,2024-12-13 08:00:00,190.599,3,4,1,1,1
AUD_JPY,2024-12-16 00:00:00,95.985,3,8,1,1,1
AUD_USD,2024-12-16 00:00:00,0.63365,2,15,1,1,0
CHF_JPY,2024-12-16 00:00:00,170.255,3,6,1,1,0
EUR_JPY,2024-12-16 00:00:00,157.859,4,8,1,1,0
EUR_USD,2024-12-16 00:00:00,1.04529,4,4,1,1,1
GBP_JPY,2024-12-16 00:00:00,190.599,4,4,1,1,0
NZD_CHF,2024-12-16 00:00:00,0.50958,3,6,1,1,1
NZD_JPY,2024-12-16 00:00:00,87.013,4,6,1,1,1
NZD_USD,2024-12-16 00:00:00,0.57612,2,15,1,1,1
USD_JPY,2024-12-16 00:00:00,150.997,2,9,1,1,0
GBP_CHF,2024-12-16 08:00:00,1.11829,2,17,1,1,1
EUR_AUD,2024-12-16 12:00:00,1.63506,2,13,1,1,1
GBP_USD,2024-12-16 16:00:00,1.26074,3,4,1,1,1
AUD_NZD,2024-12-17 00:00:00,1.09505,3,12,1,1,0
EUR_GBP,2024-12-17 00:00:00,0.8218,1,18,1,1,0
EUR_JPY,2024-12-17 00:00:00,158.645,3,14,1,1,0
EUR_NZD,2024-12-17 00:00:00,1.80754,1,14,1,1,0
USD_CAD,2024-12-17 04:00:00,1.41195,3,17,1,1,1
CAD_CHF,2024-12-17 08:00:00,0.62543,2,8,1,1,0
EUR_AUD,2024-12-18 00:00:00,1.63613,2,6,1,1,0
EUR_CAD,2024-12-18 00:00:00,1.48217,3,8,1,1,0
EUR_NZD,2024-12-18 00:00:00,1.80754,2,6,1,1,0
GBP_AUD,2024-12-18 00:00:00,1.97977,3,11,1,1,1
GBP_JPY,2024-12-18 00:00:00,192.515,4,12,1,1,0
USD_CAD,2024-12-18 04:00:00,1.41195,2,23,1,1,0
AUD_NZD,2024-12-18 08:00:00,1.09945,2,8,1,1,0
AUD_CHF,2024-12-18 12:00:00,0.56018,3,15,1,1,1
EUR_JPY,2024-12-18 12:00:00,159.103,2,4,1,1,0
NZD_JPY,2024-12-18 12:00:00,87.858,1,21,1,1,0
EUR_AUD,2024-12-18 20:00:00,1.63613,2,11,1,1,0
EUR_NZD,2024-12-18 20:00:00,1.80754,2,11,1,1,1
EUR_JPY,2024-12-19 04:00:00,159.103,2,8,1,1,1
GBP_AUD,2024-12-19 08:00:00,1.97977,4,4,1,1,0
GBP_CAD,2024-12-19 08:00:00,1.79418,2,20,1,1,1
AUD_CHF,2024-12-19 16:00:00,0.55862,3,4,1,1,0
USD_JPY,2024-12-19 16:00:00,153.16,1,11,1,1,1
EUR_AUD,2024-12-20 00:00:00,1.64839,1,18,1,1,1
GBP_AUD,2024-12-20 00:00:00,1.97977,3,8,1,1,0
NZD_USD,2024-12-20 08:00:00,0.56078,3,8,1,1,1
AUD_USD,2024-12-20 16:00:00,0.61989,3,10,1,1,1
EUR_AUD,2024-12-23 00:00:00,1.64839,2,8,1,1,0
EUR_NZD,2024-12-23 00:00:00,1.81552,2,8,1,1,0
USD_JPY,2024-12-23 08:00:00,153.16,2,4,1,1,0
AUD_CHF,2024-12-23 16:00:00,0.55604,2,4,1,1,0
AUD_JPY,2024-12-23 16:00:00,95.798,3,6,1,1,1
EUR_AUD,2024-12-24 00:00:00,1.64839,2,14,1,1,0
EUR_NZD,2024-12-24 00:00:00,1.81552,2,14,1,1,0
GBP_AUD,2024-12-24 00:00:00,2.00033,3,10,1,1,1
GBP_CAD,2024-12-24 00:00:00,1.79658,2,10,1,1,0
GBP_NZD,2024-12-24 00:00:00,2.21467,3,6,1,1,1
EUR_CHF,2024-12-24 08:00:00,0.92845,3,8,1,1,1
EUR_JPY,2024-12-24 12:00:00,159.799,4,6,1,1,1
GBP_JPY,2024-12-24 12:00:00,194.049,3,13,1,1,1
USD_CHF,2024-12-24 16:00:00,0.8906,3,10,1,1,1
CHF_JPY,2024-12-25 04:00:00,171.261,2,17,1,1,1
GBP_JPY,2024-12-25 04:00:00,194.049,3,6,1,1,0
GBP_CAD,2024-12-25 08:00:00,1.79658,3,10,1,1,1
GBP_USD,2024-12-25 08:00:00,1.24745,4,4,1,1,1
EUR_AUD,2024-12-25 20:00:00,1.65662,3,5,1,1,1
GBP_AUD,2024-12-25 20:00:00,2.00033,5,5,1,1,0
GBP_JPY,2024-12-25 20:00:00,194.049,4,5,1,1,0
GBP_USD,2024-12-25 20:00:00,1.24745,4,6,1,1,0
EUR_CAD,2024-12-26 08:00:00,1.4876,3,8,1,1,1
EUR_GBP,2024-12-26 08:00:00,0.82223,3,16,1,1,1
EUR_NZD,2024-12-26 08:00:00,1.83408,3,4,1,1,1
GBP_CAD,2024-12-26 08:00:00,1.79652,3,8,1,1,0
GBP_NZD,2024-12-26 08:00:00,2.21236,5,7,1,1,0
EUR_CHF,2024-12-26 12:00:00,0.92845,3,5,1,1,0
AUD_NZD,2024-12-26 16:00:00,1.10086,5,4,1,1,1
GBP_CAD,2024-12-26 16:00:00,1.79652,4,4,1,1,0
GBP_NZD,2024-12-26 16:00:00,2.21236,6,5,1,1,0
USD_CAD,2024-12-26 16:00:00,1.43351,5,4,1,1,1
EUR_CHF,2024-12-27 08:00:00,0.92845,3,10,1,1,0
EUR_GBP,2024-12-27 08:00:00,0.82557,3,9,1,1,0
NZD_CHF,2024-12-27 08:00:00,0.50236,3,8,1,1,1
