fold,trade_id,entry_time,pair,p_admit,admitted,final_r_at_selected_sl,selected_sl_atr_mult,mode
6,708,2025-05-30 04:00:00,AUD_CHF,0.1448367410072571,0,-1.0,3.0,D1
6,709,2025-06-02 04:00:00,GBP_CHF,0.3924449604900973,0,-1.0,3.0,D1
6,710,2025-06-02 12:00:00,GBP_CAD,0.27080330685343934,0,-1.0,3.0,D1
6,711,2025-06-04 16:00:00,AUD_CAD,0.2902213196038641,0,-1.0,3.0,D1
6,712,2025-06-09 04:00:00,GBP_AUD,0.5380507203421755,0,-1.0,3.0,D1
6,713,2025-06-09 16:00:00,EUR_NZD,0.3880109081608525,0,4.8846674986666665,3.0,D1
6,714,2025-06-09 16:00:00,GBP_NZD,0.45794404661192817,0,-1.0,3.0,D1
6,715,2025-06-13 20:00:00,NZD_CHF,0.15973035874691244,0,-1.0,3.0,D1
6,716,2025-06-16 20:00:00,GBP_CHF,0.4345903070700793,0,-1.0,3.0,D1
6,717,2025-06-17 00:00:00,GBP_AUD,0.49209227413709705,0,-1.0,3.0,D1
6,718,2025-06-17 00:00:00,GBP_NZD,0.5593566704674849,1,1.1355963706666665,3.0,D1
6,719,2025-06-20 00:00:00,GBP_USD,0.21814656274210958,0,-1.0,3.0,D1
6,720,2025-07-01 04:00:00,EUR_CHF,0.34877350497772414,0,-1.0,3.0,D1
6,721,2025-07-08 20:00:00,GBP_USD,0.37234845910055425,0,-1.0,3.0,D1
6,722,2025-07-15 04:00:00,NZD_CAD,0.32342022270575477,0,-1.0,3.0,D1
6,723,2025-07-17 12:00:00,GBP_AUD,0.34713461829653264,0,-1.0,3.0,D1
6,724,2025-07-18 00:00:00,AUD_USD,0.37006091315083756,0,2.592869171333333,3.0,D1
6,725,2025-07-18 12:00:00,NZD_CAD,0.3228384117275311,0,-1.0,3.0,D1
6,726,2025-07-22 20:00:00,GBP_JPY,0.6626394140927845,1,-1.0,3.0,D1
6,727,2025-07-22 20:00:00,NZD_JPY,0.621766871007896,1,-1.0,3.0,D1
