fold,date,n_trades,equity_start_of_day,intraday_peak,intraday_trough,intraday_running_peak_to_trough_dd_pct,day_start_to_low_dd_pct,day_dd_pct,net_day_pnl_dollars,trade_ids_in_day
2,2022-04-05,1,25133.7879,25746.6432,25133.7879,0,0,0,612.8552999,657
3,2022-07-26,1,11889.33082,11889.33082,11649.72131,2.0153322,2.0153322,2.0153322,-239.6095124,805
3,2022-12-22,2,12767.99377,13135.30002,12511.16178,2.011529706,2.011529706,2.011529706,367.3062501,"974,977"
3,2022-09-28,1,11957.52132,11957.52132,11717.44259,2.007763326,2.007763326,2.007763326,-240.0787277,877
3,2022-05-18,4,11197.73505,11234.0463,10972.9319,2.007576928,2.007576928,2.007576928,36.31124587,"725,716,720,723"
3,2022-05-03,1,10180.35989,10375.06803,10180.35989,0,0,0,194.7081425,693
3,2022-04-19,1,10000,10180.35989,10000,0,0,0,180.359892,668
3,2022-05-17,1,10732.48061,11197.73505,10732.48061,0,0,0,465.2544422,714
3,2022-07-14,1,11234.0463,11318.07922,11234.0463,0,0,0,84.03292546,791
3,2022-05-10,1,10516.84815,10732.48061,10516.84815,0,0,0,215.632454,704
3,2022-05-04,1,10375.06803,10516.84815,10375.06803,0,0,0,141.7801195,696
3,2022-07-20,1,11507.94652,11889.33082,11507.94652,0,0,0,381.3842955,794
3,2022-07-18,1,11318.07922,11507.94652,11318.07922,0,0,0,189.8673014,790
3,2022-09-07,1,11789.70573,11905.11561,11789.70573,0,0,0,115.4098861,861
3,2022-08-10,1,11649.72131,11789.70573,11649.72131,0,0,0,139.9844189,823
3,2022-09-21,1,11905.11561,11957.52132,11905.11561,0,0,0,52.40570745,870
3,2022-10-05,2,11717.44259,12266.40953,11717.44259,0,0,0,548.9669399,"887,879"
3,2022-12-07,2,12266.40953,12463.99006,12266.40953,0,0,0,197.5805306,"951,952"
3,2022-12-16,1,12463.99006,12767.99377,12463.99006,0,0,0,304.0037096,971
4,2023-03-24,1,11209.05417,11209.05417,10982.21452,2.023718034,2.023718034,2.023718034,-226.8396507,1097
4,2023-07-27,1,14883.87663,14883.87663,14583.75325,2.016432852,2.016432852,2.016432852,-300.1233779,1224
4,2023-03-16,1,11346.6987,11346.6987,11117.99615,2.01558676,2.01558676,2.01558676,-228.7025568,1075
4,2023-04-13,1,11501.76927,11501.76927,11496.94631,0.0419322538,0.0419322538,0.0419322538,-4.82295108,1119
4,2023-03-21,2,11117.99615,11209.05417,11114.9884,0.02705292974,0.02705292974,0.02705292974,91.05802383,"1078,1081"
